what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291066647755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291066664758
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291066668571
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291066683139
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291066684224
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291066687627
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291066694771
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291066695691
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1291066698656
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1291066699898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291066700452
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291066710759
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291066717792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067508214
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1291067522704
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067524528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067552124
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291067571621
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291067573759
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291067577680
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067585344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067612142
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1291067613642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067615463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067625333
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067633780
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067790867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291067907810
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291079246282
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291079256059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291079312587
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291079418041
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291079451738
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291079464046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291079592007
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291079592763
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291079666238
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125468911
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125469489
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125473541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125476289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125503527
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125503812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125504686
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125504700
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125506019
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291125506362
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1291125509245
stopped,bundle,com.instantiations.designer.rcp.databinding.xwt,8.1.0.r36x201010220718,"com.instantiations.designer.rcp.databinding.xwt",1291125509365
stopped,bundle,com.instantiations.designer.core.databinding.xml,8.1.0.r36x201010220713,"com.instantiations.designer.core.databinding.xml",1291125509423
stopped,bundle,com.instantiations.designer.gxt.databinding,8.1.0.r36x201010220728,"com.instantiations.designer.gxt.databinding",1291125509423
stopped,bundle,com.instantiations.designer.rcp.databinding.emf,8.1.0.r36x201010220731,"com.instantiations.designer.rcp.databinding.emf",1291125509672
stopped,bundle,com.instantiations.designer.rcp.databinding,8.1.0.r36x201010220731,"com.instantiations.designer.rcp.databinding",1291125509672
stopped,bundle,com.instantiations.designer.swing.databinding,8.1.0.r36x201010220722,"com.instantiations.designer.swing.databinding",1291125509672
stopped,bundle,com.instantiations.designer.core.databinding,8.1.0.r36x201010220706,"com.instantiations.designer.core.databinding",1291125509672
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1291125509673
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1291125509855
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1291125564696
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1291125564697
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1291125564697
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1291125564698
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1291125564698
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1291125564699
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1291125564700
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1291125564700
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1291125564701
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1291125564702
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1291125564702
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1291125564702
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1291125564703
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1291125564704
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1291125564704
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1291125564705
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1291125564705
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1291125564706
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1291125564713
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1291125564713
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1291125564714
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1291125564714
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1291125564714
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1291125564715
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1291125564716
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1291125564716
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1291125564717
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1291125564718
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1291125564719
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1291125564719
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1291125564720
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1291125564721
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1291125564721
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1291125564788
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1291125564789
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1291125564789
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1291125564790
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1291125564790
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1291125564791
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1291125564792
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1291125564853
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1291125564853
