what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core",1290186153771
os,sysinfo,,,"win32",1290186153774
arch,sysinfo,,,"x86",1290186153774
ws,sysinfo,,,"win32",1290186153774
locale,sysinfo,,,"en_US",1290186153774
processors,sysinfo,,,"2",1290186153774
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1290186153774
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1290186153774
java.specification.name,sysinfo,,,"Java Platform API Specification",1290186153774
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290186153774
java.specification.version,sysinfo,,,"1.6",1290186153774
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1290186153774
java.version,sysinfo,,,"1.6.0_20",1290186153774
java.vm.info,sysinfo,,,"mixed mode, sharing",1290186153774
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1290186153774
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1290186153774
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290186153774
java.vm.specification.version,sysinfo,,,"1.0",1290186153774
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1290186153774
java.vm.version,sysinfo,,,"16.3-b01",1290186153774
started,bundle,com.instantiations.designer.xwt,8.1.0.r36x201010220718,"com.instantiations.designer.xwt",1290186154837
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186155904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186166019
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186169111
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1290186171159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186171568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186172103
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186181426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186185328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1290186191137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186192568
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290186193069
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1290186194152
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1290186195539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186196882
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186241766
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186250902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186252499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186253214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186254303
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186257463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186274232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186276320
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186363352
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186367967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186368049
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186368442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186390432
started,bundle,com.google.gdt.eclipse.maven,1.4.0.v201010280102,"com.google.gdt.eclipse.maven",1290186390545
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1290186401261
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1290186401369
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1290186401423
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1290186403108
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186403158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186406424
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186414115
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290186431126
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1290186433061
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290186434172
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1290186438485
