what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291143375812
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291143381509
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291143381861
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291143382165
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291143387781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143392990
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1291143393002
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143431951
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291143435102
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291143437634
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291143441786
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291143443053
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291143445071
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291143459989
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291143460951
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291143462695
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291143469888
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1291143472479
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143491425
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143633638
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143638547
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143666147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143667749
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143805803
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143806536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143808092
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143816656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143849902
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1291143856507
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1291143866061
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1291143866089
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1291143866089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143867380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143962511
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1291143970931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291143972415
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144054550
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1291144054589
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144061512
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144061896
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144062408
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144062728
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144062936
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144063128
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144063384
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144063544
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144063688
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144063896
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144064088
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144064168
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144064408
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144064616
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144064840
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144065080
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1291144065288
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144069003
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1291144069011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144153159
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144157010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144255101
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291144263128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144264466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144470303
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1291144475065
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1291144482734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1291144482771
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1291144482771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144494436
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144825112
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1291144826540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144852263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144867698
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1291144869031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144869640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144884853
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291144884874
activated,editor,com.instantiations.designer.core,8.1.0.r36x201010220706,"com.instantiations.designer.core.guiEditor",1291144926007
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1291144936786
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1291144940488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144941396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144948377
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1291144948416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291144960627
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145103354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145104289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145314820
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1291145317680
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145320468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145359832
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.DebugLast",1291145363069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145363986
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145369224
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145395249
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1291145395260
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145466301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145467788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145707651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145709150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291145710691
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1291145714375
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1291145722531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1291145722559
